id,kanji,kana,korean
n1_0087,正常,せいじょう,정상
n1_0091,喧しい,やかましい,시끄러운; 까다로운
n1_0099,疎か,おろそか,소홀함
n1_0120,ドライ,ドライ,냉정한; 드라이한
n1_0124,有力,ゆうりょく,유력함
n1_0130,公,おおやけ,공적임; 공공
n1_0131,不良,ふりょう,불량
n1_0144,レギュラー,レギュラー,레귤러; 정규 멤버
n1_0172,巧妙,こうみょう,교묘함
n1_0187,五月蝿い,うるさい,시끄럽다
n1_0213,究極,きゅうきょく,궁극
n1_0218,煌びやか,きらびやか,화려하다
n1_0248,華やか,はなやか,화려한
n1_0279,手遅れ,ておくれ,"때를 놓침, 손쓰기엔 늦음"
n1_0284,酷い,ひどい,"심하다, 지독하다"
n1_0301,不意,ふい,"갑작스러움, 불시"
n1_0319,良い,いい,좋다
n1_0388,愚か,おろか,어리석다
n1_0392,不振,ふしん,부진
n1_0405,難い,かたい,"어렵다, ~하기 힘들다"
n1_0435,円滑,えんかつ,원활함
n1_0439,未婚,みこん,미혼
n1_0442,頑丈,がんじょう,튼튼함; 견고함
n1_0449,決まり悪い,きまりわるい,겸연쩍다; 멋쩍다
n1_0450,敏感,びんかん,민감함
n1_0456,冷淡,れいたん,"냉담함, 무관심"
n1_0478,密接,みっせつ,밀접
n1_0502,不可欠,ふかけつ,"불가결한, 필수적인"
n1_0528,慌ただしい,あわただしい,"분주하다, 어수선하다"
n1_0547,爽やか,さわやか,상쾌한
n1_0565,華美,かび,"화려함, 사치"
n1_0575,気軽,きがる,"부담 없이, 가벼운 마음으로"
n1_0582,薄弱,はくじゃく,"박약한, 허약한"
n1_0622,久しい,ひさしい,오래다; 오랜만이다
n1_0628,果ない,はかない,덧없다; 허무하다
n1_0630,荒っぽい,あらっぽい,거칠다; 난폭하다
n1_0637,痛切,つうせつ,절실함
n1_0643,緩やか,ゆるやか,"완만함, 느슨함"
n1_0649,独自,どくじ,독자적임
n1_0659,微か,かすか,희미함
n1_0668,生温い,なまぬるい,미지근하다
n1_0682,優,やさ,"상냥함, 다정함"
n1_0694,無能,むのう,무능
n1_0699,課外,かがい,과외(정규 수업 외)
n1_0714,黄色,おうしょく,노란색
n1_0717,健在,けんざい,건재
n1_0718,ニュー,ニュー,"뉴, 새로운"
n1_0734,鈍感,どんかん,둔감
n1_0739,生,き,순수한; 가공하지 않은; 스트레이트
n1_0753,率直,そっちょく,솔직
n1_0760,清々しい,すがすがしい,상쾌한; 시원한
n1_0761,婉曲,えんきょく,완곡
n1_0769,馴れ馴れしい,なれなれしい,"허물없다, 지나치게 친한 척하다"
n1_0784,甘口,あまくち,"단맛, 순한 맛"
n1_0801,奇麗,きれい,"예쁘다, 깨끗하다"
n1_0835,目眩,めまい,현기증
n1_0849,偏,へん,(한자의) 변; 치우침
n1_0863,明るい,あかるい,밝다
n1_0888,密集,みっしゅう,밀집
n1_0895,神聖,しんせい,신성함
n1_0904,台無し,だいなし,"엉망이 됨, 못쓰게 됨"
n1_0908,手近,てぢか,"가까움, 손쉬움"
n1_0909,相応しい,ふさわしい,"어울리다, 적합하다"
n1_0916,質素,しっそ,"검소함, 소박함"
n1_0942,あくどい,あくどい,"지나치게 진하다, 악랄하다"
n1_0973,裸足,はだし,맨발
n1_0974,可愛い,かわいい,귀엽다
n1_0993,単調,たんちょう,단조로움
n1_0994,俄か,にわか,갑작스러움
n1_0999,同等,どうとう,동등함
n1_1007,未知,みち,미지
n1_1019,がっくり,がっくり,"낙담함, 맥이 풀림"
n1_1036,空腹,くうふく,"배고픔, 공복"
n1_1052,円満,えんまん,원만
n1_1095,煙たい,けむたい,매캐하다; (사람이) 거북하다
n1_1119,ユニーク,ユニーク,독특한; 유니크한
n1_1153,平たい,ひらたい,"평평하다, 납작하다"
n1_1170,可哀想,かわいそう,"불쌍하다, 가엾다"
n1_1174,しぶとい,しぶとい,"끈질기다, 억척스럽다"
n1_1182,先天的,せんてんてき,선천적
n1_1183,有機,ゆうき,유기(농)
n1_1190,活発,かっぱつ,활발
n1_1206,窮屈,きゅうくつ,"답답함, 옹색함"
n1_1220,平常,へいじょう,"평소, 평상시"
n1_1221,粉々,こなごな,"산산조각, 가루가 됨"
n1_1224,素敵,すてき,"멋진, 근사한"
n1_1242,ややこしい,ややこしい,"복잡하다, 까다롭다"
n1_1262,見すぼらしい,みすぼらしい,"초라하다, 볼품없다"
n1_1264,怠い,だるい,"나른하다, 노곤하다"
n1_1273,強烈,きょうれつ,강렬하다
n1_1307,精巧,せいこう,정교함
n1_1308,辟易,へきえき,질림; 진저리남
n1_1345,極端,きょくたん,극단
n1_1346,無邪気,むじゃき,천진난만
n1_1353,柔軟,じゅうなん,유연함
n1_1359,疲労,ひろう,피로
n1_1360,無難,ぶなん,무난함
n1_1374,容易い,たやすい,쉬운
n1_1397,不順,ふじゅん,"(날씨가) 고르지 않음, 불순"
n1_1416,だぶだぶ,だぶだぶ,헐렁헐렁
n1_1432,逞しい,たくましい,"다부지다, 늠름하다"
n1_1441,浮気,うわき,바람(피움); 바람기
n1_1444,面白い,おもしろい,재미있다
n1_1452,厳密,げんみつ,엄밀함
n1_1463,渋い,しぶい,떫다; (사람이) 수수하면서 멋있다
n1_1471,温和,おんわ,온화함
n1_1488,乙,おつ,을(계약서의 을); 색다르고 멋짐
n1_1499,過密,かみつ,과밀
n1_1501,悪い,にくい,밉다; 얄밉다
n1_1543,仮,か,가정; 임시로 (~한다면)
n1_1552,簡素,かんそ,간소함
n1_1573,美味しい,おいしい,맛있다
n1_1574,臆病,おくびょう,겁이 많음; 소심함
n1_1590,易い,やすい,쉽다(~하기 쉽다)
n1_1599,粋,いき,"세련됨, 멋짐"
n1_1618,動的,どうてき,동적
n1_1626,オートマチック,オートマチック,자동; 오토매틱
n1_1629,新婚,しんこん,신혼
n1_1657,新,しん,새로운; 신-(접두어)
n1_1661,華々しい,はなばなしい,화려한; 눈부신
n1_1670,良好,りょうこう,양호함
n1_1677,封建,ほうけん,봉건(적)
n1_1700,現行,げんこう,현행
n1_1732,うんざり,うんざり,"지긋지긋함, 진저리남"
n1_1768,精密,せいみつ,정밀
n1_1774,野生,やせい,야생
n1_1780,悲惨,ひさん,비참
n1_1801,可笑しい,おかしい,이상한; 우스운
n1_1806,貧弱,ひんじゃく,빈약함
n1_1819,がっしり,がっしり,다부진; 튼튼한
n1_1832,艶,えん,색기; 매력
n1_1835,浅ましい,あさましい,비열한; 한심한
n1_1841,増し,まし,(그나마) 나음; 추가
n1_1844,愛でたい,めでたい,경사스러운; 축하할 만한
n1_1866,鬱陶しい,うっとうしい,"우중충하다, 답답하다"
n1_1892,漠然,ばくぜん,막연함
n1_1902,簡潔,かんけつ,간결함
n1_1930,生真面目,きまじめ,고지식함
n1_1934,不調,ふちょう,"부진, 컨디션 난조"
n1_1938,善良,ぜんりょう,선량함
n1_1961,小柄,こがら,"작은 체구, 몸집이 작음"
n1_1964,強硬,きょうこう,강경
n1_1996,ヤング,ヤング,"젊은이, 영한"
n1_1998,清らか,きよらか,"맑음, 청아함"
n1_2019,軽率,けいそつ,경솔함
n1_2030,ルーズ,ルーズ,느슨함
n1_2031,特有,とくゆう,특유의
n1_2048,滑稽,こっけい,우스꽝스러움
n1_2099,甘い,うまい,"맛있다; 뛰어나다, 훌륭하다"
n1_2117,完璧,かんぺき,완벽
n1_2130,ふんだん,ふんだん,아낌없이 풍부함
n1_2166,未熟,みじゅく,미숙함
n1_2172,擽ぐったい,くすぐったい,간지럽다
n1_2181,優美,ゆうび,우아함
n1_2199,気障,きざ,느끼함; 잘난 척함
n1_2201,心強い,こころづよい,든든하다
n1_2224,快い,こころよい,"상쾌한, 흔쾌한"
n1_2238,月並み,つきなみ,"평범한, 진부한"
n1_2239,中腹,ちゅうっぱら,산 중턱
n1_2244,健やか,すこやか,"건강한, 튼튼한"
n1_2253,詰らない,つまらない,"시시하다, 재미없다"
n1_2266,欲深い,よくふかい,욕심 많은
n1_2299,有益,ゆうえき,유익함
n1_2307,達者,たっしゃ,"능숙함, 정정함(건강함)"
n1_2332,細やか,こまやか,"세심함, 다정함"
n1_2344,オンライン,オンライン,온라인
n1_2357,情け深い,なさけぶかい,"인정 많은, 자비로운"
n1_2363,几帳面,きちょうめん,"꼼꼼함, 빈틈없음"
n1_2366,痒い,かゆい,가려운
n1_2396,清純,せいじゅん,청순함
n1_2426,堪らない,たまらない,견딜 수 없다
n1_2438,大人しい,おとなしい,"얌전한, 온순한"
n1_2446,ぶかぶか,ぶかぶか,헐렁헐렁한
n1_2459,好い,よい,좋다 (いい의 문어체)
n1_2462,不吉,ふきつ,불길함
n1_2472,好調,こうちょう,"순조로움, 호조"
n1_2520,エレガント,エレガント,우아한; 세련된
n1_2526,素朴,そぼく,소박함; 순박함
n1_2529,口頭,こうとう,"구두(口頭), 말로 함"
n1_2547,ぞんざい,ぞんざい,무성의함; 건성으로 함
n1_2579,酸っぱい,すっぱい,"시다, 신맛이 나다"
n1_2607,下らない,くだらない,"시시하다, 하찮다"
n1_2615,勇敢,ゆうかん,용감함
n1_2617,すばしこい,すばしこい,"재빠르다, 민첩하다"
n1_2623,空ろ,うつろ,"공허함, 멍함"
n1_2638,原,げん,"원-, 원래의"
n1_2652,図々しい,ずうずうしい,뻔뻔하다
n1_2682,眠たい,ねむたい,졸리다
n1_2687,華奢,かしゃ,"가냘픔, 날씬함, 우아함"
n1_2688,嫋か,しなやか,"낭창낭창하다, 유연하다"
n1_2694,お洒落,おしゃれ,"멋쟁이, 세련됨"
n1_2696,一定,いちじょう,"일정, 고정됨"
n1_2718,万能,ばんのう,만능
n1_2724,ロマンチック,ロマンチック,"낭만적인, 로맨틱한"
n1_2732,下品,かひん,"저급품, 하급품"
n1_2736,固有,こゆう,고유
n1_2740,シック,シック,"시크한, 세련된"
n1_2771,厳か,おごそか,"엄숙함, 근엄함"
n1_2776,健全,けんぜん,건전함
n1_2779,インターナショナル,インターナショナル,"국제적인, 인터내셔널"
n1_2783,大柄,おおがら,큰 체격; 큰 무늬
n1_2790,堂々,どうどう,당당함
n1_2795,夥しい,おびただしい,"엄청나게 많은, 무수한"
n1_2837,良質,りょうしつ,"양질, 좋은 품질"
n1_2853,無茶,むちゃ,"무모함, 터무니없음"
n1_2863,身近,みぢか,"신변, 가까이, 친근한"
n1_2886,新興,しんこう,신흥
n1_2891,好ましい,このましい,바람직하다
n1_2892,素早い,すばやい,"재빠르다, 민첩하다"
n1_2902,見っともない,みっともない,"꼴사납다, 보기 흉하다"
n1_2910,未定,みてい,미정
n1_2958,止むを得ない,やむをえない,어쩔 수 없다
n1_2961,頑固,がんこ,"완고함, 고집이 셈"
n1_2966,切実,せつじつ,절실함
n1_2973,和やか,なごやか,"화기애애함, 온화함"
n1_2986,厭やらしい,いやらしい,"징그럽다, 불쾌하다"
n1_2991,おっかない,おっかない,무섭다
n1_2996,単独,たんどく,단독
n1_3003,露骨,ろこつ,노골적임
n1_3038,無茶苦茶,むちゃくちゃ,엉망진창; 터무니없음
n1_3055,紛らわしい,まぎらわしい,헷갈리기 쉬운; 혼동되는
n1_3064,吝嗇,けち,"구두쇠, 인색함"
n1_3065,悩ましい,なやましい,"요염한, 나른한"
n1_3081,見苦しい,みぐるしい,"보기 흉한, 꼴사나운"
n1_3085,物体ない,もったいない,아깝다
n1_3135,眩しい,まぶしい,눈부시다
n1_3148,整然,せいぜん,"정연함, 질서정연함"
n1_3168,無効,むこう,무효
n1_3205,静的,せいてき,정적인
n1_3213,脆い,もろい,"부서지기 쉬운, 약한"
n1_3241,望ましい,のぞましい,바람직하다
n1_3269,必修,ひっしゅう,필수
n1_3277,単一,たんいつ,단일
n1_3304,気まぐれ,きまぐれ,변덕
n1_3312,軽快,けいかい,경쾌한
n1_3313,猛烈,もうれつ,맹렬한
n1_3321,目覚しい,めざましい,눈부신; 놀라운
n1_3362,惨め,みじめ,비참한
n1_3386,高尚,こうしょう,고상함
n1_3400,有望,ゆうぼう,유망함
n1_3412,生臭い,なまぐさい,비린내 나는
n1_3413,寛容,かんよう,관용
n1_3419,既婚,きこん,기혼
n1_3437,公立,こうりつ,공립
n1_3443,滑らか,なめらか,"매끄러움, 부드러움"
n2_0002,でたらめ,でたらめ,"엉터리, 허튼소리"
n2_0013,架空,かくう,가공(허구)의
n2_0018,真っ暗,まっくら,"캄캄함, 새까만 어둠"
n2_0024,軟らかい,やわらかい,"부드럽다, 말랑하다"
n2_0027,蒸し暑い,むしあつい,무덥다
n2_0031,中性,ちゅうせい,중성
n2_0043,真っ黒,まっくろ,새까맣다
n2_0044,水平,すいへい,수평
n2_0049,平気,へいき,"태연함, 아무렇지 않음"
n2_0064,余計,よけい,"쓸데없음, 여분의"
n2_0069,妥当,だとう,타당함
n2_0108,生意気,なまいき,건방짐
n2_0109,堅い,かたい,"단단하다, 견고하다"
n2_0115,憎らしい,にくらしい,"얄밉다, 밉살스럽다"
n2_0153,清い,きよい,"맑다, 깨끗하다"
n2_0163,青白い,あおじろい,창백하다
n2_0174,呑気,のんき,"태평함, 느긋함"
n2_0187,稀,まれ,"드묾, 희귀함"
n2_0215,無地,むじ,"무늬 없음, 민무늬"
n2_0223,みっともない,みっともない,"꼴사납다, 볼썽사납다"
n2_0227,醜い,みにくい,"추하다, 못생기다"
n2_0258,頼もしい,たのもしい,"든든하다, 믿음직스럽다"
n2_0261,強引,ごういん,"강압적, 억지"
n2_0272,高等,こうとう,"고등, 상급"
n2_0289,意地悪,いじわる,"심술궂음, 짓궂음"
n2_0295,高級,こうきゅう,고급
n2_0307,めまい,めまい,현기증
n2_0334,卑怯,ひきょう,비겁함
n2_0342,無数,むすう,"무수함, 셀 수 없이 많음"
n2_0349,乾燥,かんそう,건조
n2_0354,満員,まんいん,만원
n2_0369,無限,むげん,무한
n2_0373,緩い,ゆるい,"느슨하다, 헐렁하다"
n2_0422,紫,むらさき,보라색
n2_0423,ぴかぴか,ぴかぴか,반짝반짝
n2_0425,紺,こん,"감색, 짙은 남색"
n2_0437,申し訳ない,もうしわけない,"죄송하다, 면목없다"
n2_0442,甚だしい,はなはだしい,"심하다, 지나치다"
n2_0455,真っ青,まっさお,"새파랗게 질림, 새파란 색"
n2_0459,合理,ごうり,"합리, 합리적임"
n2_0473,臨時,りんじ,임시
n2_0490,やむをえない,やむをえない,어쩔 수 없다
n2_0525,恐縮,きょうしゅく,"죄송함, 송구스러움"
n2_0531,悠々,ゆうゆう,"유유히, 여유롭게"
n2_0546,さわやか,さわやか,"상쾌한, 산뜻한"
n2_0561,煙い,けむい,"연기가 자욱한, 매캐한"
n2_0612,一定,いってい,"일정함, 고정"
n2_0633,人造,じんぞう,"인조, 인공의"
n2_0661,乱暴,らんぼう,"난폭함, 거칢"
n2_0708,欲張り,よくばり,"욕심쟁이, 욕심 많음"
n2_0732,艶,つや,"윤기, 광택"
n2_0751,狡い,ずるい,"교활하다, 얍삽하다"
n2_0752,広々,ひろびろ,"널찍하다, 넓디넓다"
n2_0759,おめでたい,おめでたい,"경사스럽다, (놀림조로) 순진하다"
n2_0777,めでたい,めでたい,경사스럽다
n2_0779,率直,そっちょく,솔직
n2_0795,派手,はで,화려함
n2_0824,過剰,かじょう,"과잉, 과도함"
n2_0826,不運,ふうん,불운
n2_0838,一流,いちりゅう,일류
n2_0842,不潔,ふけつ,불결
n2_0846,あわただしい,あわただしい,"어수선하다, 분주하다"
n2_0850,ピンク,ピンク,"핑크, 분홍색"
n2_0855,純情,じゅんじょう,"순정, 순수한 마음"
n2_0857,特殊,とくしゅ,특수
n2_0876,険しい,けわしい,"험하다, 가파르다"
n2_0926,特定,とくてい,"특정한, 특정"
n2_0957,空っぽ,からっぽ,"텅 빔, 비어 있음"
n2_0981,真っ白,まっしろ,"새하얌, 순백"
n2_1006,塩辛い,しおからい,짜다
n2_1028,すっぱい,すっぱい,"시다, 신맛이 나다"
n2_1038,恋しい,こいしい,그립다
n2_1054,地味,じみ,"수수함, 소박함"
n2_1084,力強い,ちからづよい,"힘차다, 든든하다"
n2_1098,重たい,おもたい,무겁다
n2_1105,かゆい,かゆい,가렵다
n2_1130,みじめ,みじめ,"비참함, 처참함"
n2_1168,厚かましい,あつかましい,"뻔뻔하다, 염치없다"
n2_1178,国立,こくりつ,국립
n2_1196,粗い,あらい,거칠다
n2_1203,めちゃくちゃ,めちゃくちゃ,엉망진창
n2_1233,凸凹,でこぼこ,울퉁불퉁함
n2_1234,幼稚,ようち,"유치함, 어림"
n2_1242,羨ましい,うらやましい,부럽다
n2_1256,厳重,げんじゅう,엄중함
n2_1260,しつこい,しつこい,"집요하다, 끈질기다"
n2_1262,くだらない,くだらない,"시시하다, 하찮다, 쓸데없다"
n2_1265,吐き気,はきけ,"구역질, 메스꺼움"
n2_1274,素直,すなお,"순수한, 고분고분한"
n2_1280,騒がしい,さわがしい,시끄러운
n2_1292,やかましい,やかましい,"시끄러운, 까다로운"
n2_1312,憎い,にくい,"밉다, 얄밉다"
n2_1328,懐かしい,なつかしい,그립다
n2_1347,惜しい,おしい,아깝다
n2_1359,ずうずうしい,ずうずうしい,뻔뻔하다
n2_1435,まぶしい,まぶしい,눈부신
n2_1462,若々しい,わかわかしい,"젊고 활기찬, 젊어 보이는"
n2_1470,純粋,じゅんすい,순수
n2_1474,消極的,しょうきょくてき,소극적
n2_1495,平凡,へいぼん,평범함
n2_1501,荒い,あらい,거칠다
n2_1508,円い,まるい,둥글다
n2_1513,四角い,しかくい,네모나다
n2_1551,薄暗い,うすぐらい,"어둑하다, 침침하다"
n2_1563,茶色い,ちゃいろい,갈색의
n2_1606,悔しい,くやしい,"분하다, 억울하다"
n2_1615,スマート,スマート,"세련된, 날씬한"
n2_1652,中年,ちゅうねん,중년
n2_1671,勇ましい,いさましい,용감하다
n2_1672,強気,つよき,"강경함, 강세"
n2_1692,垂直,すいちょく,수직
n2_1705,永い,ながい,"길다, 오래다"
n2_1709,有料,ゆうりょう,유료
n2_1717,ばからしい,ばからしい,"어이없다, 시시하다"
n2_1720,騒々しい,そうぞうしい,"시끄럽다, 소란스럽다"
n2_1727,売り切れ,うりきれ,"품절, 매진"
n2_1728,もったいない,もったいない,아깝다
n2_1750,私立,しりつ,사립
n2_1768,格別,かくべつ,"각별함, 유달리"
n2_1774,正味,しょうみ,정미(실중량)
n2_1789,鈍い,にぶい,"둔하다, 무디다"
n2_1813,おしゃれ,おしゃれ,"멋을 냄, 세련됨"
n2_1815,傾らか,なだらか,완만함
n3_0002,清潔,せいけつ,"청결함, 깨끗함"
n3_0039,利口,りこう,"영리함, 똑똑함"
n3_0089,すてき,すてき,"멋진, 근사한"
n3_0098,容易,ようい,"용이함, 쉬움"
n3_0113,完全,かんぜん,완전함
n3_0117,有効,ゆうこう,유효
n3_0120,貧しい,まずしい,가난하다
n3_0142,人工,じんこう,인공
n3_0186,必死,ひっし,"필사적, 죽을힘을 다함"
n3_0224,見事,みごと,"훌륭함, 멋짐"
n3_0249,恐ろしい,おそろしい,"무서운, 두려운"
n3_0258,唯一,ゆいいつ,유일
n3_0259,幸せ,しあわせ,행복
n3_0268,相当,そうとう,상당(히)
n3_0296,立派,りっぱ,"훌륭한, 멋진"
n3_0305,幸い,さいわい,"다행, 행복"
n3_0321,真っ赤,まっか,새빨간
n3_0329,ハンサム,ハンサム,잘생긴
n3_0332,同一,どういつ,동일함
n3_0351,暖かい,あたたか,따뜻하다
n3_0356,哀れ,あわれ,"가엾음, 애처로움"
n3_0372,急激,きゅうげき,급격함
n3_0379,独特,どくとく,"독특함, 특유함"
n3_0403,うるさい,うるさい,"시끄럽다, 까다롭다"
n3_0418,無料,むりょう,무료
n3_0423,真剣,しんけん,"진지함, 진심"
n3_0425,優秀,ゆうしゅう,우수함
n3_0431,順調,じゅんちょう,순조로움
n3_0478,豊富,ほうふ,풍부한
n3_0503,一般,いっぱん,일반
n3_0520,たまらない,たまらない,"참을 수 없다, 견딜 수 없다"
n3_0536,濃い,こい,"진하다, 짙다"
n3_0545,不幸,ふこう,불행
n3_0549,有能,ゆうのう,유능
n3_0589,正式,せいしき,"정식, 공식"
n3_0592,激しい,はげしい,"격렬하다, 심하다"
n3_0604,温暖,おんだん,"온난, 따뜻함"
n3_0644,豪華,ごうか,호화로움
n3_0645,有利,ゆうり,유리함
n3_0660,素晴らしい,すばらしい,"훌륭하다, 멋지다"
n3_0697,健康,けんこう,건강
n3_0711,よい,よい,좋다
n3_0740,単なる,たんなる,"단순한, ~일 뿐인"
n3_0780,高価,こうか,"고가, 비쌈"
n3_0806,疲れ,つかれ,피로
n3_0823,がっかり,がっかり,"실망함, 낙담함"
n3_0869,独身,どくしん,"독신, 미혼"
n3_0940,妙,みょう,"묘한, 이상한"
n3_0942,密,みつ,"밀(빽빽함), 은밀함"
n3_0947,親しい,したしい,친하다
n3_0972,熱心,ねっしん,"열심, 열성"
n3_1017,丸い,まるい,둥글다
n3_1021,自動,じどう,자동
n3_1031,うまい,うまい,맛있다
n3_1042,快適,かいてき,쾌적함
n3_1090,深刻,しんこく,심각
n3_1126,厄介,やっかい,"성가심, 골칫거리"
n3_1181,新た,あらた,새로운
n3_1203,かわいそう,かわいそう,"불쌍하다, 가엾다"
n3_1213,豊か,ゆたか,"풍부하다, 넉넉하다"
n3_1222,きつい,きつい,"꽉 끼다, 심하다"
n3_1288,強力,きょうりょく,"강력함, 강력"
n3_1296,苦手,にがて,"서투름, 잘 못함"
n3_1317,平ら,たいら,평평함
n3_1338,最低,さいてい,"최저, 최악"
n3_1390,苦痛,くつう,고통
n3_1420,余分,よぶん,"여분, 여유분"
n3_1460,幼い,おさない,어리다
n3_1478,けち,けち,"인색함, 구두쇠"
n3_1486,同様,どうよう,"마찬가지, 동일함"
n3_1491,正直,しょうじき,정직
n3_1503,鋭い,するどい,"날카로운, 예리한"
n3_1529,不思議,ふしぎ,"신기함, 불가사의"
n3_1534,主要,しゅよう,주요
n3_1556,愉快,ゆかい,유쾌함
n3_1563,贅沢,ぜいたく,사치
n3_1574,奇妙,きみょう,기묘함
n3_1579,異常,いじょう,"이상, 이상함"
n3_1610,退屈,たいくつ,"지루함, 심심함"
n3_1621,器用,きよう,"손재주가 좋음, 능숙함"
n3_1632,小,しょう,"소, 작음"
n3_1636,新鮮,しんせん,신선함
n3_1648,中古,ちゅうこ,중고
n3_1654,不利,ふり,불리
n3_1656,いい,いい,"좋다, 좋은"
n3_1671,無事,ぶじ,무사함
n3_1678,怪我,けが,"부상, 상처"
n3_1697,裸,はだか,"나체, 알몸"
n3_1705,最終,さいしゅう,최종
n3_1710,積極的,せっきょくてき,적극적
n3_1717,公平,こうへい,공평함
n3_1730,上等,じょうとう,"고급, 상등품"
n3_1735,得意,とくい,"자신 있음, 잘하는 것"
n3_1738,単純,たんじゅん,단순함
n3_1775,臭い,くさい,"냄새 나는, 구린"
n3_1778,夢中,むちゅう,"열중, 몰두"
n3_1782,最高,さいこう,최고
n3_1787,とんでもない,とんでもない,"터무니없다, 당치도 않다"
n5_0004,黒,くろ,"검정, 검은색"
n5_0025,暑い,あつい,덥다
n5_0035,寒い,さむい,춥다
n5_0049,狭い,せまい,좁다
n5_0060,厚い,あつい,두껍다
n5_0064,黒い,くろい,"검다, 까맣다"
n5_0069,速い,はやい,빠른
n5_0071,新しい,あたらしい,새로운
n5_0073,茶色,ちゃいろ,갈색
n5_0081,いい / よい,いい / よい,좋은
n5_0084,安い,やすい,싼
n5_0096,大きな,おおきな,큰
n5_0100,下手,へた,서투른
n5_0106,風邪,かぜ,감기
n5_0107,赤い,あかい,빨간
n5_0108,甘い,あまい,"단, 달콤한"
n5_0139,きれい,きれい,"예쁜, 깨끗한"
n5_0141,好き,すき,좋아함
n5_0142,静か,しずか,조용한
n5_0167,薄い,うすい,얇다
n5_0168,高い,たかい,"비싸다, 높다"
n5_0176,小さな,ちいさな,작은
n5_0183,かわいい,かわいい,귀엽다
n5_0191,暖かい,あたたかい,따뜻하다
n5_0203,温い,ぬるい,미지근하다
n5_0209,難しい,むずかしい,어렵다
n5_0212,長い,ながい,길다
n5_0223,元気,げんき,"건강함, 활기참"
n5_0242,悪い,わるい,나쁘다
n5_0243,青い,あおい,파랗다
n5_0272,欲しい,ほしい,"원하다, 갖고 싶다"
n5_0278,まずい,まずい,맛없다
n5_0280,多い,おおい,많다
n5_0300,近い,ちかい,가깝다
n5_0306,易しい,やさしい,쉽다
n5_0314,小さい,ちいさい,작다
n5_0319,広い,ひろい,넓다
n5_0324,上手,じょうず,"능숙하다, 잘하다"
n5_0349,軽い,かるい,가볍다
n5_0352,丈夫,じょうぶ,튼튼함
n5_0356,遠い,とおい,멀다
n5_0360,冷たい,つめたい,차갑다
n5_0386,重い,おもい,무겁다
n5_0388,痛い,いたい,아프다
n5_0390,りっぱ,りっぱ,훌륭하다
n5_0391,つまらない,つまらない,"지루하다, 재미없다"
n5_0393,嫌,いや,싫다
n5_0399,遅い,おそい,"늦다, 느리다"
n5_0411,短い,みじかい,짧다
n5_0415,忙しい,いそがしい,바쁘다
n5_0431,太い,ふとい,"굵다, 살찌다"
n5_0457,大きい,おおきい,크다
n5_0493,おいしい,おいしい,맛있다
n5_0498,おもしろい,おもしろい,재미있다
n5_0500,早い,はやい,"이르다, 빠르다"
n5_0501,弱い,よわい,약하다
n5_0513,煩い,うるさい,시끄럽다
n5_0523,大丈夫,だいじょうぶ,괜찮음
n5_0539,嫌い,きらい,싫어함
n5_0552,辛い,からい,매운
n5_0563,若い,わかい,젊은
n5_0576,少ない,すくない,적은
n5_0577,白い,しろい,"하얀, 흰"
n5_0589,強い,つよい,강한
n5_0592,暗い,くらい,어두운
n5_0601,丸い / 円い,まるい,둥근
n5_0611,明い,あかるい,밝다
n5_0627,黄色い,きいろい,노랗다
n5_0644,熱い,あつい,뜨겁다
n5_0659,涼しい,すずしい,시원한
29,大きい,おおきい,크다
30,小さい,ちいさい,작다
n4_138,いっぱい,いっぱい,가득
n4_156,うまい,うまい,맛있는
n4_159,うれしい,うれしい,기쁜
n4_172,おかしい,おかしい,재미있는
n4_228,悲しい,かなしい,슬픈
n4_246,簡単,かんたん,간단
n4_343,盛ん,さかん,활발
n4_446,ソフト,ソフト,소프트
n4_468,正しい,ただしい,올바른
n4_526,特別,とくべつ,특별
n4_550,苦い,にがい,쓴
n4_551,二階建て,にかいだてて,이층
n4_562,熱,ねつ,열
n4_565,眠い,ねむい,졸린
n4_633,変,へん,이상함
n4_646,まじめ,まじめ,진심
n4_667,無理,むり,무리
n4_669,珍しい,めずらしい,드문
n4_317,ご存じ,ごぞんじ,알고 계심
n4_356,残念,ざんねん,유감
n4_377,じゃま,じゃま,방해
n4_401,親切,しんせつ,친절
n4_616,複雑,ふくざつ,복잡
n4_109,浅い,あさい,얕은
n4_152,美しい,うつくしい,아름다운
n4_221,堅い,かたい,단단한
n4_257,厳しい,いかめしい,엄격한
n4_324,細かい,こまかい,미세한
n4_330,怖い,こわい,무서운
n4_347,寂しい,さびしい,외로운
n4_421,すばらしい,すばらしい,훌륭한
n4_607,ひどい,ひどい,심한
n4_615,深い,ふかい,깊은
n4_683,優しい,やさしい,부드러운
n4_689,柔らかい,やわらかい,부드러운
n4_705,よろしい,よろしい,좋다
n1_0186,貴女,あなた,당신(여성)
n1_0191,一々,いちいち,일일이
n1_0195,即座に,そくざに,"즉시, 즉각"
n1_0217,伊井,いい,이이(성씨)
n1_0237,第,だい,제~(순서를 나타내는 접두어)
n1_0303,初,はつ,"처음, 첫"
n1_0315,おおい,おおい,어이! (부를 때 내는 소리)
n1_0338,だらけ,だらけ,투성이
n1_0407,万,ばん,만물; 모든 것
n1_0425,お蔭様で,おかげさまで,덕분에
n1_0443,号,ごう,호(号)
n1_0453,公然,こうぜん,"공공연함, 공공연히"
n1_0474,さん,さん,"씨, 님"
